t1,t2,prop_low,prop_med,prop_high,recall_high,fp_rate_high,crit_in_high,non_in_high,prop_ok,fp_ok,p1,p2,reason
0.028092008642852277,0.6444703304767612,0.6133333333333333,0.30666666666666664,0.08,0.2,0.06153846153846154,2,4,False,True,61,93,
0.028092008642852277,0.7295469760894778,0.6133333333333333,0.32,0.06666666666666667,0.2,0.046153846153846156,2,3,False,True,61,94,
0.028092008642852277,0.7957825124263763,0.6133333333333333,0.3333333333333333,0.05333333333333334,0.2,0.03076923076923077,2,2,False,True,61,95,
0.028092008642852277,0.808075954914093,0.6133333333333333,0.3466666666666667,0.04,0.2,0.015384615384615385,2,1,False,True,61,96,
0.028092008642852277,0.8108203637599946,0.6133333333333333,0.3466666666666667,0.04,0.2,0.015384615384615385,2,1,False,True,61,97,
0.028092008642852277,0.8775306439399714,0.6133333333333333,0.36,0.02666666666666667,0.1,0.015384615384615385,1,1,False,True,61,98,
0.028092008642852277,0.9468697357177736,0.6133333333333333,0.37333333333333335,0.013333333333333334,0.0,0.015384615384615385,0,1,False,True,61,99,
0.028958368301391594,0.17967018038034435,0.6133333333333333,0.22666666666666666,0.16,0.2,0.15384615384615385,2,10,False,False,62,85,
0.028958368301391594,0.20275903761386868,0.6133333333333333,0.24,0.14666666666666667,0.2,0.13846153846153847,2,9,False,True,62,86,
0.028958368301391594,0.23343122482299777,0.6133333333333333,0.25333333333333335,0.13333333333333333,0.2,0.12307692307692308,2,8,False,True,62,87,
0.028958368301391594,0.26595532894134527,0.6133333333333333,0.26666666666666666,0.12,0.2,0.1076923076923077,2,7,False,True,62,88,
0.028958368301391594,0.2861774861812591,0.6133333333333333,0.26666666666666666,0.12,0.2,0.1076923076923077,2,7,False,True,62,89,
0.028958368301391594,0.4081761717796342,0.6133333333333333,0.28,0.10666666666666667,0.2,0.09230769230769231,2,6,False,True,62,90,
0.028958368301391594,0.5290481948852543,0.6133333333333333,0.29333333333333333,0.09333333333333334,0.2,0.07692307692307693,2,5,False,True,62,91,
0.028958368301391594,0.6140420651435852,0.6133333333333333,0.30666666666666664,0.08,0.2,0.06153846153846154,2,4,False,True,62,92,
0.028958368301391594,0.6444703304767612,0.6133333333333333,0.30666666666666664,0.08,0.2,0.06153846153846154,2,4,False,True,62,93,
0.028958368301391594,0.7295469760894778,0.6133333333333333,0.32,0.06666666666666667,0.2,0.046153846153846156,2,3,False,True,62,94,
0.028958368301391594,0.7957825124263763,0.6133333333333333,0.3333333333333333,0.05333333333333334,0.2,0.03076923076923077,2,2,False,True,62,95,
0.028958368301391594,0.808075954914093,0.6133333333333333,0.3466666666666667,0.04,0.2,0.015384615384615385,2,1,False,True,62,96,
0.028958368301391594,0.8108203637599946,0.6133333333333333,0.3466666666666667,0.04,0.2,0.015384615384615385,2,1,False,True,62,97,
0.028958368301391594,0.8775306439399714,0.6133333333333333,0.36,0.02666666666666667,0.1,0.015384615384615385,1,1,False,True,62,98,
0.028958368301391594,0.9468697357177736,0.6133333333333333,0.37333333333333335,0.013333333333333334,0.0,0.015384615384615385,0,1,False,True,62,99,
0.032828626148402616,0.17967018038034435,0.6266666666666667,0.21333333333333335,0.16,0.2,0.15384615384615385,2,10,False,False,63,85,
0.032828626148402616,0.20275903761386868,0.6266666666666667,0.22666666666666666,0.14666666666666667,0.2,0.13846153846153847,2,9,False,True,63,86,
0.032828626148402616,0.23343122482299777,0.6266666666666667,0.24,0.13333333333333333,0.2,0.12307692307692308,2,8,False,True,63,87,
0.032828626148402616,0.26595532894134527,0.6266666666666667,0.25333333333333335,0.12,0.2,0.1076923076923077,2,7,False,True,63,88,
0.032828626148402616,0.2861774861812591,0.6266666666666667,0.25333333333333335,0.12,0.2,0.1076923076923077,2,7,False,True,63,89,
0.032828626148402616,0.4081761717796342,0.6266666666666667,0.26666666666666666,0.10666666666666667,0.2,0.09230769230769231,2,6,False,True,63,90,
0.032828626148402616,0.5290481948852543,0.6266666666666667,0.28,0.09333333333333334,0.2,0.07692307692307693,2,5,False,True,63,91,
0.032828626148402616,0.6140420651435852,0.6266666666666667,0.29333333333333333,0.08,0.2,0.06153846153846154,2,4,False,True,63,92,
0.032828626148402616,0.6444703304767612,0.6266666666666667,0.29333333333333333,0.08,0.2,0.06153846153846154,2,4,False,True,63,93,
0.032828626148402616,0.7295469760894778,0.6266666666666667,0.30666666666666664,0.06666666666666667,0.2,0.046153846153846156,2,3,False,True,63,94,
0.032828626148402616,0.7957825124263763,0.6266666666666667,0.32,0.05333333333333334,0.2,0.03076923076923077,2,2,False,True,63,95,
0.032828626148402616,0.808075954914093,0.6266666666666667,0.3333333333333333,0.04,0.2,0.015384615384615385,2,1,False,True,63,96,
0.032828626148402616,0.8108203637599946,0.6266666666666667,0.3333333333333333,0.04,0.2,0.015384615384615385,2,1,False,True,63,97,
0.032828626148402616,0.8775306439399714,0.6266666666666667,0.3466666666666667,0.02666666666666667,0.1,0.015384615384615385,1,1,False,True,63,98,
0.032828626148402616,0.9468697357177736,0.6266666666666667,0.36,0.013333333333333334,0.0,0.015384615384615385,0,1,False,True,63,99,
0.03611583411693567,0.17967018038034435,0.64,0.2,0.16,0.2,0.15384615384615385,2,10,False,False,64,85,
0.03611583411693567,0.20275903761386868,0.64,0.21333333333333335,0.14666666666666667,0.2,0.13846153846153847,2,9,False,True,64,86,
0.03611583411693567,0.23343122482299777,0.64,0.22666666666666666,0.13333333333333333,0.2,0.12307692307692308,2,8,False,True,64,87,
0.03611583411693567,0.26595532894134527,0.64,0.24,0.12,0.2,0.1076923076923077,2,7,False,True,64,88,
0.03611583411693567,0.2861774861812591,0.64,0.24,0.12,0.2,0.1076923076923077,2,7,False,True,64,89,
0.03611583411693567,0.4081761717796342,0.64,0.25333333333333335,0.10666666666666667,0.2,0.09230769230769231,2,6,False,True,64,90,
0.03611583411693567,0.5290481948852543,0.64,0.26666666666666666,0.09333333333333334,0.2,0.07692307692307693,2,5,False,True,64,91,
0.03611583411693567,0.6140420651435852,0.64,0.28,0.08,0.2,0.06153846153846154,2,4,False,True,64,92,
0.03611583411693567,0.6444703304767612,0.64,0.28,0.08,0.2,0.06153846153846154,2,4,False,True,64,93,
0.03611583411693567,0.7295469760894778,0.64,0.29333333333333333,0.06666666666666667,0.2,0.046153846153846156,2,3,False,True,64,94,
0.03611583411693567,0.7957825124263763,0.64,0.30666666666666664,0.05333333333333334,0.2,0.03076923076923077,2,2,False,True,64,95,
0.03611583411693567,0.808075954914093,0.64,0.32,0.04,0.2,0.015384615384615385,2,1,False,True,64,96,
0.03611583411693567,0.8108203637599946,0.64,0.32,0.04,0.2,0.015384615384615385,2,1,False,True,64,97,
0.03611583411693567,0.8775306439399714,0.64,0.3333333333333333,0.02666666666666667,0.1,0.015384615384615385,1,1,False,True,64,98,
0.03611583411693567,0.9468697357177736,0.64,0.3466666666666667,0.013333333333333334,0.0,0.015384615384615385,0,1,False,True,64,99,
0.037902007997035976,0.17967018038034435,0.6533333333333333,0.18666666666666668,0.16,0.2,0.15384615384615385,2,10,False,False,65,85,
0.037902007997035976,0.20275903761386868,0.6533333333333333,0.2,0.14666666666666667,0.2,0.13846153846153847,2,9,False,True,65,86,
0.037902007997035976,0.23343122482299777,0.6533333333333333,0.21333333333333335,0.13333333333333333,0.2,0.12307692307692308,2,8,False,True,65,87,
0.037902007997035976,0.26595532894134527,0.6533333333333333,0.22666666666666666,0.12,0.2,0.1076923076923077,2,7,False,True,65,88,
0.037902007997035976,0.2861774861812591,0.6533333333333333,0.22666666666666666,0.12,0.2,0.1076923076923077,2,7,False,True,65,89,
0.037902007997035976,0.4081761717796342,0.6533333333333333,0.24,0.10666666666666667,0.2,0.09230769230769231,2,6,False,True,65,90,
0.037902007997035976,0.5290481948852543,0.6533333333333333,0.25333333333333335,0.09333333333333334,0.2,0.07692307692307693,2,5,False,True,65,91,
0.037902007997035976,0.6140420651435852,0.6533333333333333,0.26666666666666666,0.08,0.2,0.06153846153846154,2,4,False,True,65,92,
0.037902007997035976,0.6444703304767612,0.6533333333333333,0.26666666666666666,0.08,0.2,0.06153846153846154,2,4,False,True,65,93,
0.037902007997035976,0.7295469760894778,0.6533333333333333,0.28,0.06666666666666667,0.2,0.046153846153846156,2,3,False,True,65,94,
0.037902007997035976,0.7957825124263763,0.6533333333333333,0.29333333333333333,0.05333333333333334,0.2,0.03076923076923077,2,2,False,True,65,95,
0.037902007997035976,0.808075954914093,0.6533333333333333,0.30666666666666664,0.04,0.2,0.015384615384615385,2,1,False,True,65,96,
0.037902007997035976,0.8108203637599946,0.6533333333333333,0.30666666666666664,0.04,0.2,0.015384615384615385,2,1,False,True,65,97,
0.037902007997035976,0.8775306439399714,0.6533333333333333,0.32,0.02666666666666667,0.1,0.015384615384615385,1,1,False,True,65,98,
0.037902007997035976,0.9468697357177736,0.6533333333333333,0.3333333333333333,0.013333333333333334,0.0,0.015384615384615385,0,1,False,True,65,99,
0.03794806718826293,0.17967018038034435,0.6533333333333333,0.18666666666666668,0.16,0.2,0.15384615384615385,2,10,False,False,66,85,
0.03794806718826293,0.20275903761386868,0.6533333333333333,0.2,0.14666666666666667,0.2,0.13846153846153847,2,9,False,True,66,86,
0.03794806718826293,0.23343122482299777,0.6533333333333333,0.21333333333333335,0.13333333333333333,0.2,0.12307692307692308,2,8,False,True,66,87,
0.03794806718826293,0.26595532894134527,0.6533333333333333,0.22666666666666666,0.12,0.2,0.1076923076923077,2,7,False,True,66,88,
0.03794806718826293,0.2861774861812591,0.6533333333333333,0.22666666666666666,0.12,0.2,0.1076923076923077,2,7,False,True,66,89,
0.03794806718826293,0.4081761717796342,0.6533333333333333,0.24,0.10666666666666667,0.2,0.09230769230769231,2,6,False,True,66,90,
